links,title,code,country,uuid,location,property_type,type,price,area_square_vara,privacy,description,image_urls,created_time,uploaded_time,Construction Area,Rooms,full_bathroom,half_bathroom,Parking Lot,levels
https://remax-central.com.sv/en/properties/commercial-premises-for-sale-in-75-avenida-norte-colonia-escalon,COMMERCIAL PREMISES FOR SALE IN 75 AVENIDA NORTE COLONIA ESCALON,V07-004125,El Salvador,9f330bb6-1fa1-4eb9-9134-e9ff9e8b4214,Colonia Escalón,Commercial,Sale,140000,71.5 ,,"Commercial premises strategically located on 75 Avenida Norte and 9a Calle Poniente in Colonia Escalón.
Ideal for convenience store, Pharmacy, Clinic or Clinical Laboratory.
Total area of ​​50 M2, 25 on the first level and 25 on the second level, parking for 2 vehicles and 1 restroom.
It has two levels, so it is very convenient to have a commercial area on the first level and a warehouse on the second.
It is an area with high vehicular traffic, prestigious schools, hospitals, medical clinics, banks and supermarkets.FacebookTwitterEnviarPrintWhatsapp","['https://remax-central.com.sv/storage/properties/nx2p0R5dWPJtO8cj3EvW-large.jpeg', 'https://remax-central.com.sv/storage/properties/6X2Ia2BBw09rq7KbK6KO-large.jpeg', 'https://remax-central.com.sv/storage/properties/FHZCpbd4UjuGlSMgXsnF-large.jpeg', 'https://remax-central.com.sv/storage/properties/q7R32FPiHxwdXrDdi26j-large.jpeg', 'https://remax-central.com.sv/storage/properties/ZK1Md9nKK6nydi6B6048-large.jpeg', 'https://remax-central.com.sv/storage/properties/M6bf9LbJRMq1nRcdixa9-large.png', 'https://remax-central.com.sv/storage/properties/LJVHasQ75qzS4YlOJ57P-large.jpeg', 'https://remax-central.com.sv/storage/properties/4uJIRvdebh8KOdPijPlt-large.jpeg', 'https://remax-central.com.sv/storage/properties/7PNlcMWUELV6l1DKoZmp-large.jpeg']",24-10-28 17:05:15,24-10-28 17:05:15,50 ,,1,,2,2
https://remax-central.com.sv/en/properties/large-house-with-independent-apartment-in-residentual-on-troncal-del-norte,LARGE HOUSE WITH INDEPENDENT APARTMENT IN RESIDENTUAL ON TRONCAL DEL NORTE,V01-004095,El Salvador,91c71939-7642-441f-8cd6-aae17fca1217,Troncal del Norte,Residential,Sale,30000,1070.88 ,,"Large House with independent Apartment in a closed and private neighborhood, Colonia San Joaquín Oriente, on the Troncal del Norte highway kilometer 3, 1070.88 V2 and 748.31 M2 of construction, it has 19 meters of frontage, in a private residential area, on the very wide street, covered parking for 4 vehicles, 3 bedrooms, 2 living rooms, 2 bathrooms, large cellar, full service area, maid's bathroom, patio.
Additionally, it has an independent apartment of 77 m2, living room, dining room, kitchen, 2 bedrooms, bathroom.  The apartment has access to the independent street.
The house has a space to build another apartment, on the upper side that would be completely private.FacebookTwitterEnviarPrintWhatsapp","['https://remax-central.com.sv/storage/properties/np55cPMNC1EBISRVtda3-large.png', 'https://remax-central.com.sv/storage/properties/sIhxZ4Zv2R9DLSqRe5Rt-large.png', 'https://remax-central.com.sv/storage/properties/FsxBmF6XP6piJw7fqOzs-large.png', 'https://remax-central.com.sv/storage/properties/NO7eS8K661S4pK71yBNY-large.png', 'https://remax-central.com.sv/storage/properties/i4mJ5DumPkkvQYxyM8nj-large.png', 'https://remax-central.com.sv/storage/properties/gTJZotQyvbM9cSOFBSoV-large.png', 'https://remax-central.com.sv/storage/properties/09Sy4MKjOcRWtL6OgQsp-large.png', 'https://remax-central.com.sv/storage/properties/8A5R8NuZT3ujG2tsRXHP-large.png', 'https://remax-central.com.sv/storage/properties/QEVGKC5EpTUE5qW19Bvo-large.png', 'https://remax-central.com.sv/storage/properties/3gmTKdPYEmpVsSeKw6Dy-large.png', 'https://remax-central.com.sv/storage/properties/BSYggmtW90PtOpk1Fre9-large.png', 'https://remax-central.com.sv/storage/properties/QLNkuv14DStlrA4VtFbU-large.png']",24-10-28 17:05:38,24-10-28 17:05:38,748.31 ,4,3,,4,2
https://remax-central.com.sv/en/properties/warehouse-construction-area-800-m2-land-area-of-2-124-04-strategically-located-on-the-ca2-in-zacatecoluca/a,"800 m2 Warehouse. Strategically located on the CA2, Zacatecoluca.",A12-004069,El Salvador,09c98811-7791-4bf9-b16b-4421f86fb6a6,Zacatecoluca,Industrial,Rent,,3039.08 ,,"Warehouse in excellent condition and strategically located on the CA2 in Zacatecoluca. Dimensions: Construction area 800 m2, land area of  2,124.04 m2. Height of 7 meters, shoulder height of 6 meters. Ventilation: Windows. Facilities: Office space, sales room, two half bathroom f(one for men and one for women), and a full bathroom for employees. Utilities: Own well, electricity, septic tank. Additional Features: Small backyard garden. Monthly rental price: USD$4,800 + 13% (IVA) (USD$6 per m2).FacebookTwitterEnviarPrintWhatsapp","['https://remax-central.com.sv/storage/properties/Djc1OLdLmDZ9WAphfsdz-large.png', 'https://remax-central.com.sv/storage/properties/8B6TtUzesaXGaIqWfDuR-large.png', 'https://remax-central.com.sv/storage/properties/2TdjkQpXPO8gDQWnD9Fo-large.png', 'https://remax-central.com.sv/storage/properties/2FQrXLSXB42b3a3RslvJ-large.png', 'https://remax-central.com.sv/storage/properties/z09EIGPQmFihFirJeAyC-large.png', 'https://remax-central.com.sv/storage/properties/7LqB8PCcj7k7lRVQ7rvJ-large.png', 'https://remax-central.com.sv/storage/properties/8UnBhYXh7nI4LgJY0bfD-large.png', 'https://remax-central.com.sv/storage/properties/6zYlnEqJQS9s6EndS4iq-large.png', 'https://remax-central.com.sv/storage/properties/oqRmQOIvD2JduZ9O1EVq-large.png', 'https://remax-central.com.sv/storage/properties/HLz20nmRPGRnbORIIx6W-large.png']",24-10-28 17:05:50,24-10-28 17:05:50,800 ,,1,2,15,
https://remax-central.com.sv/en/properties/land-with-beautiful-view-cumbres-de-escalon,LAND WITH BEAUTIFUL VIEW CUMBRES DE ESCALON,V01-004083,El Salvador,a995bc0f-83ec-4a09-bf99-2e5a9174d922,Colonia Escalón,Residential,Sale,35000,933.45 ,,"A spacious 900 square yards plot of land is available for sale in the prestigious residential area of Cumbres de Escalón. This plot offers a stunning panoramic view of the city and its surroundings, providing a serene and nature-filled environment. It is ideal for building a two-story house, as its size and location offer the perfect space for designing a luxury home.

The area is known for being exclusive and secure, ensuring privacy and tranquility. Additionally, the climate in this area is particularly cool, contributing to a pleasant environment year-round. The location is also very accessible, making it an excellent option for both living and investing.FacebookTwitterEnviarPrintWhatsapp","['https://remax-central.com.sv/storage/properties/ETuuDJRF6F9cauS0sCGW-large.png', 'https://remax-central.com.sv/storage/properties/xIUjaI8vlDofWyt3Pu4K-large.png', 'https://remax-central.com.sv/storage/properties/UQeEF2hKfkz78NOb9ZuY-large.png', 'https://remax-central.com.sv/storage/properties/iVBZXeBgG71EwLJODiCD-large.png', 'https://remax-central.com.sv/storage/properties/EhbSOFtQICqxdzw3zP5M-large.png', 'https://remax-central.com.sv/storage/properties/77abLiVbPmS7shqxYC97-large.png']",24-10-28 17:06:00,24-10-28 17:06:00,,,,,,
https://remax-central.com.sv/en/properties/spacious-1-level-house-for-sale-in-residencial-miramar,SPACIOUS 1-LEVEL HOUSE FOR SALE IN RESIDENCIAL MIRAMAR,V01-004067,El Salvador,9633288a-e689-4f61-a8cc-2fb6ad365689,Miramar,Residential,Sale,65000,404.2 ,Private,"""Your ideal home awaits you! Spacious and comfortable one-level home in one of the safest and most exclusive neighborhoods in the city. It enjoys 4 bedrooms, 3 bathrooms, living room, kitchen and covered garage for 3 vehicles on a 404 square yard lot. Perfect for your family! Surrounded by parks, sports fields and with 24/7 surveillance, you will have the tranquility and security you are looking for.""FacebookTwitterEnviarPrintWhatsapp","['https://remax-central.com.sv/storage/properties/gQmR0QaR140CSa1KGIXt-large.png', 'https://remax-central.com.sv/storage/properties/dfmKg52vLdES89dsMxH5-large.png', 'https://remax-central.com.sv/storage/properties/RFXN64vVMF0szGOY43jc-large.png', 'https://remax-central.com.sv/storage/properties/ePhpRBQntG2IV1BoGXl4-large.png', 'https://remax-central.com.sv/storage/properties/QpwZLl6MzT1eQdf6v7TM-large.png', 'https://remax-central.com.sv/storage/properties/vAkGNK3pZMyUMQfKYPNB-large.png', 'https://remax-central.com.sv/storage/properties/ridMtH2VCIoSseCAdpZv-large.png', 'https://remax-central.com.sv/storage/properties/nnx8vDQr2xfiyFKpuvDf-large.png', 'https://remax-central.com.sv/storage/properties/k4gNylB4kz28GEvyXLTE-large.png', 'https://remax-central.com.sv/storage/properties/dasgD76nL4dSZWWq5JTQ-large.png', 'https://remax-central.com.sv/storage/properties/sL0cmpYzlt9A1tt2AR7g-large.png', 'https://remax-central.com.sv/storage/properties/8iV8dVPQtp4bVzZ9SVOS-large.png']",24-10-28 17:06:16,24-10-28 17:06:16,230.44 ,4,4,,3,1
https://remax-central.com.sv/en/properties/house-for-rent-palo-alto-zaragoza/a,HOUSE FOR RENT PALO ALTO ZARAGOZA,A01-003968,El Salvador,b32b637d-2755-4996-8b8e-6858e5f3ff73,Carretera Al Puerto,Residential,Rent,,621 ,Private,"Nice 2 level house, with parking for up to 4 vehicles. Three bedrooms and family room. The first level has main living room, dining room, kitchen, social bathroom, very spacious exterior and interior garden, terrace, full service area, cellar, 7mt cistern and automatic irrigation system. On the second level, three bedrooms, 2 bathrooms and family room. Master bedroom with walk in closet. The property has closets, bathrooms and kitchen remodeled with Olins products and the bedrooms as well as the family room have air conditioning. The residential has private security and has parks and social area. The area is safe and the environment is quiet. Palo Alto is a nice Residential on the road to Puerto de La Libertad, in an area close and accessible to shopping centers with convenience stores in Zaragoza. Includes maintenance fee and gardening.FacebookTwitterEnviarPrintWhatsapp","['https://remax-central.com.sv/storage/properties/90FegovI5X86MiaOJquR-large.png', 'https://remax-central.com.sv/storage/properties/SYTikQfRxlKRBifKuE9S-large.png', 'https://remax-central.com.sv/storage/properties/Ik2Oza0sEPDnGbtUTbB5-large.png', 'https://remax-central.com.sv/storage/properties/Dgv6uswb6zJXfolr2J3W-large.png', 'https://remax-central.com.sv/storage/properties/eEw5JvluG2Vq8acLRw6B-large.png', 'https://remax-central.com.sv/storage/properties/odnQwSZCg7csPpb5J9Hi-large.png', 'https://remax-central.com.sv/storage/properties/6QNmzrTfY8cDhs5YcUlj-large.png', 'https://remax-central.com.sv/storage/properties/bqMfkF6T2gFKo5ekh817-large.png', 'https://remax-central.com.sv/storage/properties/LTgVnHIkaG8KTJfoiRqa-large.png', 'https://remax-central.com.sv/storage/properties/Kf2Z8HvY8du4JK5b8WwZ-large.png', 'https://remax-central.com.sv/storage/properties/Tj1FOpdAXFpnR1NhxTkp-large.png', 'https://remax-central.com.sv/storage/properties/eNMYs9PITO2gC0zRW9RC-large.png']",24-10-28 17:06:30,24-10-28 17:06:30,150 ,3,2,1,4,2
https://remax-central.com.sv/en/properties/wide-and-comfortable-house-for-sale-in-sonzacate-sonsonate,"WIDE AND COMFORTABLE HOUSE FOR SALE IN SONZACATE, SONSONATE",V01-004066,El Salvador,966d2257-771e-4230-89af-9d92de3c2de3,Sonsonate,Residential,Sale,100000,218 ,,"LOVELY AND COMFORTABLE ONE LEVEL HOUSE FOR SALE IN SONZACATE, SONSONATE, EL SALVADOR. CLOSE TO COMMERCIAL AND FINANCIAL AREAS AND CLOSE TO THE MAIN ROAD ACCES TO THE CITY WE PLACE AT YOUR DISPOSITION THIS PROPERTY WITH WIDE SPACES FOR THE GARARE 1 VEHICLE ROOM PLUS AN SPACE FOR BUSSINESS NEXT TO, WIDE LIVING, DINNING, KITCHEN AND LAUNDRY-PATIO ROOMS. IT HAS 2 WIDE BEDROOMS PLUS 2 FULL BATHROOMS. COMFORTABLE HOUSE FOR LIVING AND COMMERCE. GOOD INVESTMENT CHOICE. 
SHAL WE TALK?FacebookTwitterEnviarPrintWhatsapp","['https://remax-central.com.sv/storage/properties/tgJ52NepbWc275byYDia-large.png', 'https://remax-central.com.sv/storage/properties/oYzmFeAbLWEXVeRQWcCA-large.png', 'https://remax-central.com.sv/storage/properties/FLhlNJLq6rWPRg6c2mgS-large.png', 'https://remax-central.com.sv/storage/properties/D49mdiMuxMUD8rbmXX1J-large.png', 'https://remax-central.com.sv/storage/properties/37f9G0QKlpN7XaLg60ej-large.png', 'https://remax-central.com.sv/storage/properties/BO7N1fRmxD4q2lM1x2MR-large.png']",24-10-28 17:06:37,24-10-28 17:06:37,120 ,2,2,,2,1
https://remax-central.com.sv/en/properties/modern-and-ecological-house-for-rent-in-quintas-de-san-antonio-los-planes-san-salvador/a,"MODERN AND ECOLOGICAL HOUSE  RENT IN QUINTAS DEL BOSQUE, LOS PLANES, SAN SALVADOR.",A01-004054,El Salvador,2ccfd03b-58b9-4b54-aa2a-ab99fe892a88,San Salvador Z/metropolitana,Residential,Rent,,3495 ,,"LOVELY HOUSE FOR RENT SORROUNDED BY THE ECOLOGICAL, FRESH AND PEACEFULL PLACE OF LOS PLANES DE RENDEROS IN SAN SALVADOR. TIRED OF NOISE AND TRAFFIC FROM THE BIG CITY? LETS MOVE TO THIS WONDERFULL PROPERTY IN THE MIDDLE OF THE MOUNTAINS IN SAN SALVADOR. FOR ECOLOGY LOVERS THIS PROPERTY IS HAS TERRACES OF GARDENS ALL AROUND WITH MANY FRUTY AND FLOWERS TREES. WITH A MODERN MINIMALIST STLYLE AND RECENT CONSTRUCCTION THE PROPERTY HAS GARAGE ROOM FOR 3 VEHICLES UNDER ROOF, STORAGE ROOM AND MACHINE ROOM FOR THE PUMPING WATER SYSTEM AND THE WATER HUGE PURIFYING SISTEM. IT OFFERS AN OPEN CONCEPT FOR A WIDE SPACE FOR LIVING, DINNING, KITCHEN AN SERVICES ROOM. IT HAS 2 BIG BEDROOMS WITH THEIR OWN BATHROOM AND A HUGE TERRACE IN FRONT OF THE MOUNTAINS. 
WOULD YOU LIKE TO RETIRE TO THIS ECOLOGICAL AND PEACEFULL PLACE?THIS IS YOUR PLACE!!!
SHALL  WE TALK?FacebookTwitterEnviarPrintWhatsapp","['https://remax-central.com.sv/storage/properties/bUPdvHyZuVyCrtyRxToe-large.png', 'https://remax-central.com.sv/storage/properties/JadirL9pHZZ7BrGbjboX-large.png', 'https://remax-central.com.sv/storage/properties/3zqqyKfmUNnprC036McZ-large.png', 'https://remax-central.com.sv/storage/properties/BGXf4ZJiZYrsJZbmAOZb-large.png', 'https://remax-central.com.sv/storage/properties/67nqCjiZ4oelrPMLePNh-large.png', 'https://remax-central.com.sv/storage/properties/KzDnfuJynzQI5d3N6oEg-large.png', 'https://remax-central.com.sv/storage/properties/a7cgahFweAaghfOqBsd4-large.png']",24-10-28 17:06:50,24-10-28 17:06:50,200 ,2,2,1,3,2
https://remax-central.com.sv/en/properties/for-sale-san-antonio-abad-1,FOR SALE SAN ANTONIO ABAD,V01-004094,El Salvador,0a9b2c5f-c11c-4896-b1a8-205c1ad83753,San Antonio Abad,Residential,Sale,193000,161.15 ,,"The house has 3 bedrooms, the main room with bathroom, 2 bedrooms with shared bathroom, air conditioning, open concept living room, dining room and kitchen, small terrace and laundry area, social bathroom.
Parking for 2 cars, the residential has green common areas and spaces for events.
Growing capital gains zone.
The house has the option of being sold fully furnished. (optional)FacebookTwitterEnviarPrintWhatsapp","['https://remax-central.com.sv/storage/properties/7s11gJoh0EEh9FV6flxf-large.png', 'https://remax-central.com.sv/storage/properties/emPk3n4ZLs7jCwEn7gCy-large.png', 'https://remax-central.com.sv/storage/properties/e07heRPKIPVGInHsQvq1-large.png', 'https://remax-central.com.sv/storage/properties/mpKASc9PEryA5vGtETce-large.png', 'https://remax-central.com.sv/storage/properties/YkPlPeWLIIbvwwGB6iDU-large.png', 'https://remax-central.com.sv/storage/properties/q1xUAvxfKK0jGu7PJdT2-large.png', 'https://remax-central.com.sv/storage/properties/SiHWCdyPLO4UHODDJbpr-large.png', 'https://remax-central.com.sv/storage/properties/0gbhyJxNfGhEQQs3Cyvt-large.png', 'https://remax-central.com.sv/storage/properties/bXfUBbROYNANwjcQGqzF-large.png', 'https://remax-central.com.sv/storage/properties/dJShNRfjWgyBrq3me8Iv-large.png', 'https://remax-central.com.sv/storage/properties/UPSq3vGnPG1h3SCW7wdZ-large.png']",24-10-28 17:07:00,24-10-28 17:07:00,85.64 ,3,3,1,2,2
https://remax-central.com.sv/en/properties/land-on-sale-at-barrio-la-cruz-san-jose-las-fuentes-la-union,"LAND ON SALE AT BARRIO LA CRUZ, SAN JOSE LA FUENTE, LA UNION",V15-004106,El Salvador,2dc07903-41a2-4d2e-b598-56fc2f635363,La Unión,Terrain,Sale,110000,2237.96 ,,"Land in a residential area, with access to basic services: Water, Electricity, Cable and Internet, in an area of ​​2237.96v2, whose topography is flat horizontal and partly hilly, 370m from the School Center.   A quiet area, street with concrete tread in good condition.FacebookTwitterEnviarPrintWhatsapp","['https://remax-central.com.sv/storage/properties/RM28I7R7fYSRUIpGOpca-large.png', 'https://remax-central.com.sv/storage/properties/3e4bs12LOGE6tu7alYe3-large.png', 'https://remax-central.com.sv/storage/properties/NfIcq0OCVcQC9p3GIYRZ-large.png', 'https://remax-central.com.sv/storage/properties/Aap3VZy7lJzIDaW5An53-large.png', 'https://remax-central.com.sv/storage/properties/CoRDzWUgdbYgVXISElSr-large.png', 'https://remax-central.com.sv/storage/properties/y6wDcsiOqJGfCBAUYwIF-large.png', 'https://remax-central.com.sv/storage/properties/ri1g6wH62CIQ2QPxSnxR-large.png', 'https://remax-central.com.sv/storage/properties/bJJfnOS9fUkRl6HCDAjZ-large.png']",24-10-28 17:07:13,24-10-28 17:07:13,1564.13 ,,,,,
https://remax-central.com.sv/en/properties/on-sale-corner-house-at-santa-rosa-de-lima-la-union,"ON SALE, CORNER HOUSE AT SANTA ROSA DE LIMA, LA UNION",V07-004092,El Salvador,958d0736-cea8-49e6-9e60-6c19b8ab313b,La Unión,Commercial,Sale,850000,546.52 ,,"To date it functions as a Bazaar in the center of the city, by the Main Park, this property of 546.52v2 and 381.97m2, corner, one floor, which consists of two full bathrooms, five bedrooms, one of them with a cellar and a large sales room of approximately 70m2.  Garage for one vehicle.FacebookTwitterEnviarPrintWhatsapp","['https://remax-central.com.sv/storage/properties/1FRri56SvgaVJB0JRlFz-large.png', 'https://remax-central.com.sv/storage/properties/nHwYy8jgNm1R8SDvYFrl-large.png', 'https://remax-central.com.sv/storage/properties/5ZlPoX4tfGU980IMTehB-large.png', 'https://remax-central.com.sv/storage/properties/cuwQQquJZWWxwMsLSQkR-large.png', 'https://remax-central.com.sv/storage/properties/uso61tEUCrP2TorWvifn-large.png', 'https://remax-central.com.sv/storage/properties/YMgv84gcZvoPUxbW1yoC-large.png', 'https://remax-central.com.sv/storage/properties/i5PVeW2W8vUQqi9eM7LM-large.png', 'https://remax-central.com.sv/storage/properties/JisE8bi23JsXpNftY4aa-large.png']",24-10-28 17:07:32,24-10-28 17:07:32,381.97 ,5,2,,1,1
https://remax-central.com.sv/en/properties/on-sale-corner-house-at-santa-rosa-de-lima-la-union-1,"ON SALE, HOUSE NEXT TO CORNER HOUSE AT SANTA ROSA DE LIMA, LA UNION",V01-004099,El Salvador,8eceff09-838e-4413-af31-34d825721b1d,Santa Rosa De Lima,Residential,Sale,675000,431.03 ,,"House for Sale, in the center of two properties that are currently for sale and can be bought together, of 431.25v2 and 301.25m2 of construction;  We have this house that can be used for housing or commercial use, located in the center of Santa Rosa de Lima, near the park and town hall, with three bedrooms, the main one with a bathroom and a cellar, the two junior ones share a bathroom, living room, dining room , kitchen, complete service area, corridors, central patio and garage for 1 vehicle.  Ideal to be used for business, commerce, office or others.FacebookTwitterEnviarPrintWhatsapp","['https://remax-central.com.sv/storage/properties/ZuDh5PsaDMZI0n4kqt7j-large.png', 'https://remax-central.com.sv/storage/properties/ULcqeP2rKLwLH8kTkJC9-large.png', 'https://remax-central.com.sv/storage/properties/uAwINZsUETxmhmibJv71-large.png', 'https://remax-central.com.sv/storage/properties/TJh5Iu381BFXKbMt4L8L-large.png', 'https://remax-central.com.sv/storage/properties/kBpaG1vTeauRZzchVzPu-large.png', 'https://remax-central.com.sv/storage/properties/8PT8iExliXDYRzk3siPE-large.png', 'https://remax-central.com.sv/storage/properties/Gpktr8WkIeCFmli3O0b3-large.png', 'https://remax-central.com.sv/storage/properties/o2GnvGXp9zuuJEzTLq9g-large.png', 'https://remax-central.com.sv/storage/properties/jhfiRQiFA8DLcnT62304-large.png']",24-10-28 17:07:46,24-10-28 17:07:46,301.25 ,3,2,,1,1
https://remax-central.com.sv/en/properties/on-sale-house-next-to-corner-house-at-santa-rosa-de-lima-la-union,"ON SALE, AT 1A AVE SUR, SANTA ROSA DE LIMA, LA UNION",V01-004100,El Salvador,3e5027f9-b474-4a7e-ac62-a29b6369ac75,Santa Rosa De Lima,Residential,Sale,560000,233.99 ,,"House for Sale, on the corner on 1st Avenue South, on the same block as two more properties, which at the moment are for sale and can be purchased together, of 233.99 v2 and 163.54 m2 of construction;  We have this house that can be used for housing or commercial use, located in the center of Santa Rosa de Lima, near the park and town hall, with four bedrooms, the main one with a bathroom and the two junior ones share a bathroom, living room, dining room, kitchen, Complete service area, corridors, a semi-bathroom, central patio and garage for one vehicle.  Ideal to be used for housing, business, commerce, office or others.FacebookTwitterEnviarPrintWhatsapp","['https://remax-central.com.sv/storage/properties/BM0Z2InONaFuTAIrjw2s-large.png', 'https://remax-central.com.sv/storage/properties/1CVv2J4cFaZYVrhoJhL2-large.png', 'https://remax-central.com.sv/storage/properties/Cq12YnoGtQKwR7st1lbw-large.png', 'https://remax-central.com.sv/storage/properties/pqtchuLpB9MiUu1yvG98-large.png', 'https://remax-central.com.sv/storage/properties/zmcBH0GBTkN8FKxb8mnA-large.png', 'https://remax-central.com.sv/storage/properties/e9zOOmnBO5efDC6VAzvg-large.png', 'https://remax-central.com.sv/storage/properties/lu1L4Vbk3H6HEP7kRf1p-large.png']",24-10-28 17:07:55,24-10-28 17:07:55,163.54 ,4,2,1,1,1
https://remax-central.com.sv/en/properties/143-m2-office-space-in-l-espace-calle-la-mascota/a,160 M2 Office space in L'Espace (Calle La Mascota),A07-003850,El Salvador,b00b2c28-11da-4cbc-ac3e-7a2eb8f345b2,Colonia La Mascota,Commercial,Rent,,228 ,,"160 M2 Office Space 'Finished"" (Air Conditioning, carpet, lighting, ceiling and finished walls). Office enclosures (gypsum board and glass) already installed. Space ready to go. Includes 10 parking spaces. Space suitable for International Organization. Very accessible to public transportation.FacebookTwitterEnviarPrintWhatsapp","['https://remax-central.com.sv/storage/properties/S6NXmbfoPSDTbmghACvg-large.jpg', 'https://remax-central.com.sv/storage/properties/CVU0d2c3fVujtZoi5s21-large.jpg', 'https://remax-central.com.sv/storage/properties/yz93HNT4eDzxOIBTSGGp-large.jpg', 'https://remax-central.com.sv/storage/properties/fuftvp9DnnjXk0ncRSGj-large.jpg', 'https://remax-central.com.sv/storage/properties/xdtb5v512JntFg0yXDsO-large.jpg', 'https://remax-central.com.sv/storage/properties/PLtmRmtJnNWqOzOnG5BT-large.jpeg']",24-10-28 17:08:01,24-10-28 17:08:01,160 ,,,,,
https://remax-central.com.sv/en/properties/plot-of-land-between-sensuntepeque-guacotecti,Plot of land between Sensuntepeque & Guacotecti,V15-004098,El Salvador,2f4b8ea2-334b-4c88-a0d2-ad820112f2b6,No Aplica,Terrain,Sale,74000,1301 ,,"Property for sale with 3 buildings ready to remodel. 8 meters in front of the paved street between Guacotecti and Sensuntepeque. Water and electricity feasible, all documentation in order and ready for transfer. Schedule your visit now!FacebookTwitterEnviarPrintWhatsapp","['https://remax-central.com.sv/storage/properties/BrUb3UIxjUKwUUv5tXTd-large.png', 'https://remax-central.com.sv/storage/properties/mMe5PJwPUuj7Ka323ijc-large.png', 'https://remax-central.com.sv/storage/properties/tH8EOw1kJB1O0sUIzQrZ-large.png', 'https://remax-central.com.sv/storage/properties/s44WYHow88XTTeSVI5qv-large.png', 'https://remax-central.com.sv/storage/properties/g6gjfBq1k3NYXjB1KEiD-large.png']",24-10-28 17:08:09,24-10-28 17:08:09,909 ,,,,,
https://remax-central.com.sv/en/properties/plot-of-land-with-fixer-upper-in-between-sensuntepeque-guacotecti,Plot of land with fixer upper in between Sensuntepeque & Guacotecti,V01-004097,El Salvador,b4c60f6f-5905-486b-959f-828d1a7be644,No Aplica,Residential,Sale,144000,2198 ,,"Property for sale with 3 buildings ready to remodel. 8 meters in front of the paved street between Guacotecti and Sensuntepeque. Water and electricity feasible, all documentation in order and ready for transfer. Schedule your visit now!FacebookTwitterEnviarPrintWhatsapp","['https://remax-central.com.sv/storage/properties/BWY1Imh3O1I8Q5D8dYJo-large.png', 'https://remax-central.com.sv/storage/properties/Ced7dtC3zvg22aQS67Yr-large.png', 'https://remax-central.com.sv/storage/properties/dHS4dXKLOpXKgPR2jPh4-large.png', 'https://remax-central.com.sv/storage/properties/RpVMWMPqaPUrvfHfScbc-large.png', 'https://remax-central.com.sv/storage/properties/klczoiSORJTztKc2YeT2-large.png', 'https://remax-central.com.sv/storage/properties/gETZXdJcnMOLE5hXnWSE-large.png', 'https://remax-central.com.sv/storage/properties/alTiLkHCoQVqNk0WdqiH-large.png', 'https://remax-central.com.sv/storage/properties/oP0yiu86AAqJAqaYmOrA-large.png', 'https://remax-central.com.sv/storage/properties/0ISuFNqwpErvsH5Igooj-large.png', 'https://remax-central.com.sv/storage/properties/iUkM34Zuk0RaQ3LlbLO5-large.png']",24-10-28 17:08:22,24-10-28 17:08:22,1536 ,,,,,1
https://remax-central.com.sv/en/properties/house-for-sale-in-barrio-san-antonio-santa-ana,"HOUSE FOR SALE IN BARRIO SAN ANTONIO, SANTA ANA",V01-004078,El Salvador,37c3cb2b-f879-4c53-b5e0-c61e342b6c96,Santa Ana,Residential,Sale,75000,235.5 ,,"Nice housing  property for sale. Proper for a couple has space for garage, living, dinning, kitchen and modern bathroom. Semi furnished the house has an area to build or keep as a garden area with fruty trees, BBQ place and water tank. With a friendly neighborhood and all necessary to live by hand and stay in peace and comfortably. Its at your disposition this comfy and functional house.
Shall we talk?FacebookTwitterEnviarPrintWhatsapp","['https://remax-central.com.sv/storage/properties/UpKZjxrwTVNzJpaz2rlU-large.png', 'https://remax-central.com.sv/storage/properties/lcPoIqyz9ViGsgNRRVy0-large.png', 'https://remax-central.com.sv/storage/properties/GGsfl6lTDtbpKabIHlbW-large.png', 'https://remax-central.com.sv/storage/properties/vMmqUS2jbdLbIQw8pvTL-large.png', 'https://remax-central.com.sv/storage/properties/MU2OIMDenUF6ZU2DPqNQ-large.png', 'https://remax-central.com.sv/storage/properties/g3E1Af4DhAKkxhaqgYYs-large.png']",24-10-28 17:08:35,24-10-28 17:08:35,43.35 ,1,1,,1,1
